communication management	social obligations management	task	feedback-value	feedback	sentiment	sentiment-value	opinion	opinion-value	emotion	emotion-value	knowledge	discourse structure management	partiality	conditionality	certainty	irony	date	time	participant	segment	raw
									requestForInformation	love									\	as-tu vraiment besoin d'avoir toujours en permanence la dernière version de ton pilote graphique ( vidéaste ?	
																			\	gamer ?)	
		answerPositively							inform	love							lun. nov. 03 2014	17:39	guig33k	bah j aimerai bien pouvoir jouer au jeux natif sous linux nottement avec steam	bah j aimerai bien pouvoir jouer au jeux natif sous linux nottement avec steam
									inform	love							lun. nov. 03 2014	17:39	guig33k	apres j aimerai avoir une version des driver qui marche	apres j aimerai avoir une version des driver qui marche
																	lun. nov. 03 2014	17:40	guig33k	se peut il que la derniere version des drivers ne soit pas compatible avec ubuntu ?	se peut il que la derniere version des drivers ne soit pas compatible avec ubuntu ?
		requestForHelp															lun. nov. 03 2014	17:40	guig33k	je ne sais pas quoi faire tu me conseil quoi ?	je ne sais pas quoi faire tu me conseil quoi ?
		requestForInformation															lun. nov. 03 2014	17:40	guig33k	fglrx ou fglrx-update	fglrx ou fglrx-update
									inform	love				conditional			lun. nov. 03 2014	17:40	guig33k	sachant que j aimerai pouvoir jouer au jeux natif sous linux	sachant que j aimerai pouvoir jouer au jeux natif sous linux
																	lun. nov. 03 2014	18:32	ubuntu_	Est-il possible de lancer une session invite en live cd ???	Est-il possible de lancer une session invite en live cd ???
																	lun. nov. 03 2014	18:44	guig33k	salut	salut j essaye d install ubuntu sur mon ordi j ai dl la 10.14 mais depuis 15minutes ca reste au chargement ubuntu et 5 petits points qui se remplisse de rouge
					inform	unsatisfied						introduceTopic							\	j essaye d install ubuntu sur mon ordi j ai dl la 10.14 mais depuis 15minutes ca reste au chargement ubuntu et 5 petits points qui se remplisse de rouge	
		answerByRequestForAction															lun. nov. 03 2014	18:54	ubuntu_	wiki !	wiki!
correct		answerByRequestForAction										reformulate					lun. nov. 03 2014	18:54	ubuntu_	!wiki live	!wiki live
		answerByRequestForAction															lun. nov. 03 2014	18:54	@uBOTu-fr	http://doc.ubuntu-fr.org/abuledulive | http://doc.ubuntu-fr.org/cclive | http://doc.ubuntu-fr.org/clive | http://doc.ubuntu-fr.org/compiz-plugins-livewallpapers | http://doc.ubuntu-fr.org/disque_reseau_livebox_sagem	http://doc.ubuntu-fr.org/abuledulive | http://doc.ubuntu-fr.org/cclive | http://doc.ubuntu-fr.org/clive | http://doc.ubuntu-fr.org/compiz-plugins-livewallpapers | http://doc.ubuntu-fr.org/disque_reseau_livebox_sagem
correct		answerByRequestForAction															lun. nov. 03 2014	18:55	ubuntu_	!wiki live invite	!wiki live invite
		answerByRequestForAction															lun. nov. 03 2014	18:55	@uBOTu-fr	[Seeks ] :	[Seeks] : http://www.ubuntu-fr.org / http://doc.ubuntu-fr.org/tutoriel/live_usb_install4 / http://doc.ubuntu-fr.org/clonezilla / http://doc.ubuntu-fr.org/tutoriel/comment_changer_son_mot_de_passe_principal
		answerByRequestForAction																	\	http://www.ubuntu-fr.org / http://doc.ubuntu-fr.org/tutoriel/live_usb_install4 / http://doc.ubuntu-fr.org/clonezilla / http://doc.ubuntu-fr.org/tutoriel/comment_changer_son_mot_de_passe_principal	
		answerByRequestForAction															lun. nov. 03 2014	18:55	ubuntu_	!wiki session invite	!wiki session invite
		answerByRequestForAction															lun. nov. 03 2014	18:55	@uBOTu-fr	[Seeks ] :	[Seeks] : http://www.ubuntu-fr.org / http://doc.ubuntu-fr.org/lightdm / http://doc.ubuntu-fr.org/tutoriel/comment_changer_son_mot_de_passe_principal / http://doc.ubuntu-fr.org/gdm
		answerByRequestForAction																	\	http://www.ubuntu-fr.org / http://doc.ubuntu-fr.org/lightdm / http://doc.ubuntu-fr.org/tutoriel/comment_changer_son_mot_de_passe_principal / http://doc.ubuntu-fr.org/gdm	
																	lun. nov. 03 2014	18:57	rzyz	bonjour	bonjour
		requestForInformation										introduceTopic					lun. nov. 03 2014	18:57	rzyz	comment lancer gparted en ligne de commande ?	comment lancer gparted en ligne de commande?
					inform	unsatisfied											lun. nov. 03 2014	18:57	rzyz	sudo , gksu , gksudo fonctionnent pas	sudo, gksu, gksudo fonctionnent pas
					inform	unsatisfied											lun. nov. 03 2014	18:58	rzyz	demande de mot de passe et rien ne se passe	demande de mot de passe et rien ne se passe
																	lun. nov. 03 2014	19:03	ubuntu_	est-il installé ???	est-il installé ???
																	lun. nov. 03 2014	19:03	ubuntu_	en ligne de commande c' est parted	en ligne de commande c'est parted
																	lun. nov. 03 2014	19:04	Ool	mais sinon gksudo gparted devrait marcher sans soucis ( dans un environnement graphique )	mais sinon gksudo gparted devrait marcher sans soucis (dans un environnement graphique)
																	lun. nov. 03 2014	19:04	Ool	si bien sur il est installé	si bien sur il est installé
																	lun. nov. 03 2014	19:04	ubuntu_	!wiki parted	!wiki parted
																	lun. nov. 03 2014	19:04	@uBOTu-fr	http://doc.ubuntu-fr.org/gparted	http://doc.ubuntu-fr.org/gparted
																	lun. nov. 03 2014	19:05	Ool	d'ailleurs via l' interface graphique quand on lance gparted il demande un mot de passe pour avoir les droits	d'ailleurs via l'interface graphique quand on lance gparted il demande un mot de passe pour avoir les droits
		answer												conditional			lun. nov. 03 2014	19:10	ubuntu_	si c' est juste pour voir les partitions sans y toucher pas besoin d'etre root	si c'est juste pour voir les partitions sans y toucher pas besoin d'etre root
	apologizing																lun. nov. 03 2014	19:10	rzyz	dsl pour le retard ( pas d'alerte ),	dsl pour le retard( pas d'alerte), oui gparted est installé (utilisée plein de fois), mais il se lance correctement depuis le gestionnaire de paramètres xfce
																			\	oui gparted est installé	
					inform	satisfied													\	( utilisée plein de fois ), mais il se lance correctement depuis le gestionnaire de paramètres xfce	
					inform	unsatisfied											lun. nov. 03 2014	19:11	rzyz	mais pas depuis la ligne de commande	mais pas depuis la ligne de commande
																	lun. nov. 03 2014	19:12	ubuntu_	xfce c' est un peu special ...	xfce c'est un peu special ...
									inform	unhappy							lun. nov. 03 2014	19:12	rzyz	aaa	aaa
					inform	unsatisfied											lun. nov. 03 2014	19:17	rzyz	gksudo fonctionne pas non plus avec wireshark	gksudo fonctionne pas non plus avec wireshark
					inform	satisfied											lun. nov. 03 2014	19:17	rzyz	pour wireshark , je passe en root pour que cela fonctionne avec ( su - )	pour wireshark, je passe en root pour que cela fonctionne avec ( su - )
																	lun. nov. 03 2014	19:18	ubuntu_	oO ???	oO ???
					inform	satisfied											lun. nov. 03 2014	19:18	rzyz	gparted fonctionne également si je le lance avec cette méthode .	gparted fonctionne également si je le lance avec cette méthode.
		requestForInformation							inform	negativeSurprise							lun. nov. 03 2014	19:18	rzyz	c'est bizarre quand même , nan ?	c'est bizarre quand même, nan?
																	lun. nov. 03 2014	19:22	ubuntu_	t'as mais xfce par dessus une ubuntu standart ???	t'as mais xfce par dessus une ubuntu standart ???
																	lun. nov. 03 2014	19:22	ubuntu_	mais/mis *	mais/mis*
		answer							inform	happy					uncertain		lun. nov. 03 2014	19:29	rzyz	euh , ça je sais pas ( ou plus ), car depuis le temps j' ai du faire 3-4 fois " do-release-upgrade ", mdr	 euh, ça je sais pas (ou plus), car depuis le temps j'ai du faire 3-4 fois "do-release-upgrade", mdr
																	lun. nov. 03 2014	19:29	rzyz	je ne sais pas comment savoir ça .	je ne sais pas comment savoir ça.
																	lun. nov. 03 2014	19:30	ubuntu_	oO	oO
																	lun. nov. 03 2014	19:37	julien456	bonsoir	bonsoir
																	lun. nov. 03 2014	19:38	rzyz	je dirais ubuntu , puis installation xfce	je dirais ubuntu, puis installation xfce
		inform										introduceTopic					lun. nov. 03 2014	19:40	julien456	avec optimus j' ai constaté que souvent ( tout le temps ?), la carte discrete NVIDIA était du type 3D Controller ( classe 302 ) et non VGA Controller ( classe 300 ),	avec optimus j'ai constaté que souvent (tout le temps ?), la carte discrete NVIDIA était du type 3D Controller (classe 302) et non VGA Controller (classe 300), savez-vous si en désactivant la carte Intel dans le BIOS la carte NVIDIA sera en 3D Controller ou en VGA Controller ?
																			\	savez-vous si en désactivant la carte Intel dans le BIOS la carte NVIDIA sera en 3D Controller ou en VGA Controller ?	
																	lun. nov. 03 2014	19:42	Ool	sur une 14.04 ?	sur une 14.04 ?
		answer													uncertain		lun. nov. 03 2014	19:42	Ool	me semblait qu'avant avec optimus d'activer dans le BIOS onvoyait 2 VGA	me semblait qu'avant avec optimus d'activer dans le BIOS onvoyait 2 VGA
																	lun. nov. 03 2014	19:42	Ool	et oui ça semble logique ce que tu dis	et oui ça semble logique ce que tu dis
																	lun. nov. 03 2014	19:43	Ool	que la carte passe en VGA quand elle est seule ( optimus descativé	que la carte passe en VGA quand elle est seule (optimus descativé)
					inform	unsatisfied											lun. nov. 03 2014	19:43	Ool	mais je n'ai pas de telle machine pour tester	mais je n'ai pas de telle machine pour tester
																	lun. nov. 03 2014	19:44	julien456	j'ai constaté sur ubuntu 12 et 14 mais il me semble que sur d'autres machines j' ai cru voir 2 VGA	j'ai constaté sur ubuntu 12 et 14 mais il me semble que sur d'autres machines j'ai cru voir 2 VGA
																	lun. nov. 03 2014	19:45	Ool	https://doc.ubuntu-fr.org/nvidia_optimus https://doc.ubuntu-fr.org/bumblebee	https://doc.ubuntu-fr.org/nvidia_optimus https://doc.ubuntu-fr.org/bumblebee
							inform	promote									lun. nov. 03 2014	19:45	Ool	les pages datent un peu mais son bien écritent	les pages datent un peu mais son bien écritent
																	lun. nov. 03 2014	19:46	Ool	après il y a peut-etre moyen de contacter leur auteur ( via le forum je crois	après il y a peut-etre moyen de contacter leur auteur (via le forum je crois)
		inform															lun. nov. 03 2014	19:47	Ool	http://forum.ubuntu-fr.org/viewtopic.php?id=1230851	http://forum.ubuntu-fr.org/viewtopic.php?id=1230851
												reportSpeech					lun. nov. 03 2014	19:47	Ool	il précise lspci - vnn | egrep ' VGA|3D '	il précise lspci -vnn | egrep 'VGA|3D'
																	lun. nov. 03 2014	19:48	Ool	donc çadoit dépendre des modèles de portables	donc çadoit dépendre des modèles de portables
																	lun. nov. 03 2014	19:49	Ool	remarque sur la doc c' est par les ID que l' on grep :	remarque sur la doc c'est par les ID que l'on grep:  lspci -vnn | grep '\''[030[02]\]'
																			\	lspci - vnn | grep '\''[030[02 ]\]'	
																	lun. nov. 03 2014	19:49	julien456	yes	yes
																	lun. nov. 03 2014	19:50	Ool	depuis 14.04 par contre il y a https://doc.ubuntu-fr.org/prime	depuis 14.04 par contre il y a https://doc.ubuntu-fr.org/prime
							inform	depreciate									lun. nov. 03 2014	19:50	Ool	mais en fait j' ai toujours éviter avec soin ce genre de machine	mais en fait j'ai toujours éviter avec soin ce genre de machine
							inform	depreciate									lun. nov. 03 2014	19:52	julien456	j'avoue c' est pas au point sur linux	j'avoue c'est pas au point sur linux
																	lun. nov. 03 2014	19:57	Ool	ba et puis un portable pour moi c' est surtout pour avoir de l' autonomie , une grosse carte graphique ça se met bien dans un desktop … enfin tout ça c' est un peu offtopic	ba et puis un portable pour moi c'est surtout pour avoir de l'autonomie, une grosse carte graphique ça se met bien dans un desktop… enfin tout ça c'est un peu offtopic
																	lun. nov. 03 2014	20:25	rzyz	salut	 salut est-tu la?
																			\	est-tu la ?	
																	lun. nov. 03 2014	20:27	Scorp-	Bonsoir	Bonsoir
									inform	love							lun. nov. 03 2014	20:54	mezen	je t' aime	je t'aime
		requestForAction							inform	happy							lun. nov. 03 2014	20:57	Scorp-	Ne nous enflammons pas : D	Ne nous enflammons pas :D
																	lun. nov. 03 2014	21:20	AlexxC	bonsoir	bonsoir
																	lun. nov. 03 2014	21:26	lyntoo	salut	salut
																	lun. nov. 03 2014	22:06	BlueGone	Salut	Salut
																	lun. nov. 03 2014	22:36	davlefouAMD	Bonsoir,j	Bonsoir,j
		inform			inform	unsatisfied						introduceTopic					lun. nov. 03 2014	22:36	davlefouAMD	j'ai un message glib Critical , id x perdu	j'ai un message glib Critical, id x perdu
																	lun. nov. 03 2014	22:37	davlefouAMD	et je dois falre alt+f2 pour relance gnome shell	et je dois falre alt+f2 pour relance gnome shell
																	lun. nov. 03 2014	22:38	davlefouAMD	GLib-CRITICAL **:	GLib-CRITICAL **: Source ID 15745 was not found when attempting to remove it
																			\	Source ID 15745 was not found when attempting to remove it	
																	lun. nov. 03 2014	22:38	davlefouAMD	par exemple	par exemple,
																	mar. nov. 04 2014	10:33	mregg	Bonjour à tous	Bonjour à tous -- j'ai monté Ubuntu 14.04.1 Serveur sur un Intel NUC (core i3). Ca marche vraiment bien, sauf en ce qui concerne la connexion réseau. Si la machine obtient une adresse IP via le serveur DHCP, tout va bien. En revanche, si je fixe l'IP en static, je vais perdre la connexion après 10 min. (ifconfig dit que tout va bien, mais je ne peux plus atteindre la machine via ssh ou autre). Si je mets un cron pour faire pinger une au
		inform										introduceTopic							\	-- j' ai monté Ubuntu 14.04.1 Serveur sur un Intel NUC ( core i3 ).	
					inform	satisfied													\	Ca marche vraiment bien ,	
					inform	unsatisfied													\	sauf en ce qui concerne la connexion réseau .	
					inform	satisfied								conditional					\	Si la machine obtient une adresse IP via le serveur DHCP , tout va bien .	
					inform	unsatisfied								conditional					\	En revanche , si je fixe l' IP en static , je vais perdre la connexion après 10 min .	
