Communication Management	Social Obligations Management	Task Management	Feedback Management-value	Feedback Management	Sentiment Management	Sentiment Management-value	Opinion Management	Opinion Management-value	Emotion Management	Emotion Management-value	Knowledge Management	Discourse Structure Management	Partiality	Conditionality	Certainty	Irony	datetime	participant	segment	raw
																	nov. 05 2014 20:02	Hernou	J'ai un dossier de 117 pages à scanner	J'ai un dossier de 117 pages à scanner
																	nov. 05 2014 20:02	Hernou	c'est pas un peu risqué de faire ça avec simple scan ?	c'est pas un peu risqué de faire ça avec simple scan ?
																	nov. 05 2014 20:03	coyotus	non c' est juste très long	non c'est juste très long
																	nov. 05 2014 20:03	Hernou	parce que simplescan il m' a déjà fais des blagues	parce que simplescan il m'a déjà fais des blagues
																	nov. 05 2014 20:03	coyotus	il existe des endrois ou tu peux louer des scanner pro	il existe des endrois ou tu peux louer des scanner pro
																	nov. 05 2014 20:03	coyotus	qui vont te convertir ça en PDF	qui vont te convertir ça en PDF
																	nov. 05 2014 20:03	Hernou	ouai ça serait top classe ça	ouai ça serait top classe ça
																	nov. 05 2014 20:03	coyotus	jamais eu de souci avec simple-scan	jamais eu de souci avec simple-scan
																	nov. 05 2014 20:04	Hernou	moi bien	moi bien
																	nov. 05 2014 20:04	Hernou	genre crash à la page 80 et boum tout perdu	genre crash à la page 80 et boum tout perdu
																	nov. 05 2014 20:05	Oleti	tu scannes par X pages et apres tu agréges tout avec pdfshuffler	tu scannes par X pages et apres tu agréges tout avec pdfshuffler
																	nov. 05 2014 20:06	coyotus	moi je vais au faxphone ( on appelle ça comme ça chez nous ) et tu paye 5 ou 10 euro selon le nombre de page et t' a une machine qui te bouffe ça en 2 minutes et te fout le PDF sur ta clé USB	moi je vais au faxphone (on appelle ça comme ça chez nous) et tu paye 5 ou 10 euro selon le nombre de page et t'a une machine qui te bouffe ça en 2 minutes et te fout le PDF sur ta clé USB
					inform	unsatisfied											nov. 05 2014 20:18	Hernou	mouai via google je trouve rien d'intéressant à faxphone	mouai via google je trouve rien d'intéressant à faxphone
																	nov. 05 2014 20:19	Hernou	à part des trucs de téléphonie	à part des trucs de téléphonie
																	nov. 05 2014 20:34	louks	bonsoir tous ,	bonsoir tous, j'ai une config avec un raid mdadm , je voudrais savoir comment faire pour sauvegarder cette config. En gros je vais changer  réinstaller mon sytem mais il faut que je sauvgarde ma config raid pour relire mes données
																	 	\	j' ai une config avec un raid mdadm ,	
									inform	love							 	\	je voudrais savoir comment faire pour sauvegarder cette config .	
																	 	\	En gros je vais changer réinstaller mon sytem mais il faut que je sauvgarde ma config raid pour relire mes données	
																	nov. 05 2014 20:37	samp	Bonsoir Linux !!!!!!	Bonsoir Linux !!!!!!
																	nov. 05 2014 20:37	coyotus	!seen Linux	!seen Linux
																	nov. 05 2014 20:38	coyotus	il est pas là	il est pas là
																	nov. 05 2014 20:38	samp	les romains aussi ont disparus	les romains aussi ont disparus
																	nov. 05 2014 20:42	Scorp-	Bonsoir	Bonsoir
																	nov. 05 2014 20:44	louks	Bonsoir	Bonsoir
																	nov. 05 2014 21:14	AlexxC	bonsoir 21:24 (Scorp-)> Bonsoir AlexxC	bonsoir
																	nov. 05 2014 21:24	Scorp-		Bonsoir AlexxC
																	nov. 05 2014 22:06	AndChat724169	Test de connection irc 22:08 (AndChat724169)> T 22:08 (Germi)> T 22:15 (Geremi-Arture)> Test 22:20 (Geremi-Arture)> Ttt irc	Test de connection irc
																	nov. 05 2014 22:08	AndChat724169	T	T
																	nov. 05 2014 22:08	Germi	T	T
																	nov. 05 2014 22:15	Geremi-Arture	Test	Test
																	nov. 05 2014 22:20	Geremi-Arture	Ttt irc	Ttt irc
																	nov. 05 2014 22:20	niko	/join # test	/join #test
																	nov. 05 2014 22:22	Geremi-Arture	Je test la connections irc d	Je test la connections irc d
																	nov. 05 2014 22:28	azus	bonsoir a tous	bonsoir a tous
		requestForInformation							inform	love							nov. 05 2014 22:30	azus	je me pose une question pourquoi kan je souhaite changer de bureau jai limpression d'avoir deux ecrans	je me pose une question pourquoi kan je souhaite changer de bureau jai limpression d'avoir deux ecrans
																	nov. 05 2014 22:32	azus	alors qu'en fait je n'ai qu'un ecran	alors qu'en fait je n'ai qu'un ecran
																	nov. 06 2014 02:08	floown	Question c*nne , y'a des gens qui dorment ?	Question c*nne, y'a des gens qui dorment ?
																	nov. 06 2014 02:08	floown	Ou pas ? 02:08 (floown)>+ :p	Ou pas ? :p
																	nov. 06 2014 08:16	AlexxC	bonjour	bonjour
																	nov. 06 2014 08:59	cotontige	hello tous le monde !	hello tous le monde ! je cherche a faire un truck simple mais je ne trouve pas , comment faire pour que le dock unity ce cache quand on a pas besoin de lui ?
					inform	unsatisfied											 	\	je cherche a faire un truck simple mais je ne trouve pas ,	
																	 	\	comment faire pour que le dock unity ce cache quand on a pas besoin de lui ?	
	greetings																nov. 06 2014 09:02	coton	re	re
																	nov. 06 2014 09:05	coton	comment faireppur faire se cacher unity svp	comment faireppur faire se cacher unity svp
																	nov. 06 2014 09:10	nW44b	T'as regardé dans la doc ?	T'as regardé dans la doc ?
					inform	satisfied											nov. 06 2014 09:10	nW44b	j'ai trouvé la réponse en moins de 30 secondes	j'ai trouvé la réponse en moins de 30 secondes
					inform	satisfied											nov. 06 2014 09:10	coton	j'ai trouver	j'ai trouver merci
																	 	\	merci	
							inform	depreciate									nov. 06 2014 09:10	Snarf	et ca a l' air bien pourri de bug http://askubuntu.com/questions/459585/launcher-auto-hide-not-working-ubuntu-14-04 :-p	et ca a l'air bien pourri de bug http://askubuntu.com/questions/459585/launcher-auto-hide-not-working-ubuntu-14-04 :-p
							inform	depreciate								ironie	nov. 06 2014 09:11	nW44b	surement , ça a l' air de parler de Unity ton lien	surement, ça a l'air de parler de Unity ton lien
							inform	depreciate								ironie	nov. 06 2014 09:11	nW44b	:p	:p
												preclosing					nov. 06 2014 09:12	Snarf	bon c' est pas tout ca ,	bon c'est pas tout ca, faut que j'aille au taff
																	 	\	faut que j' aille au taff	
																	nov. 06 2014 09:44	recovery10	Bonjour	Bonjour c'est quoi le problème avec ubuntu pourquoi tous le monde recomande Debian dans les forum, Magazine est je passe l'essentiel.
																	 	\	c' est quoi le problème avec ubuntu pourquoi tous le monde recomande Debian dans les forum , Magazine est je passe l' essentiel .	
																	nov. 06 2014 10:13	Ool	est je passe l' essentiel <= la conjugaison ?	 est je passe l'essentiel <= la conjugaison ?
																	nov. 06 2014 12:46	Galeade	Bonjour 13:35 (davlefou)> Bonjour ,	Bonjour
																	nov. 06 2014 13:35	davlefou		Bonjour,
					inform	unsatisfied											nov. 06 2014 13:35	davlefou	j'ai toujours des a coups dans les lecteurs des divx même basse résolution	j'ai toujours des a coups dans les lecteurs des divx même basse résolution
																	nov. 06 2014 13:57	Ool	avec vlc ?	avec vlc ?
																	nov. 06 2014 14:25	davlefou	oui vlc	oui vlc mais aussi totem
																	 	\	mais aussi totem	
																	nov. 06 2014 14:26	davlefou	processeur amd 965 et nvidia gtx260	processeur amd 965 et nvidia gtx260
																	nov. 06 2014 14:28	piti	et pilote ?	et pilote ?
																	nov. 06 2014 14:29	Zic	sûrement à cause du pilote	sûrement à cause du pilote
																	nov. 06 2014 14:29	Zic	"essaie un "" glxgears - printfps "" pour voir ce que ça donne juste :)"	"essaie un ""glxgears -printfps"" pour voir ce que ça donne juste :)"
																	nov. 06 2014 14:29	Zic	(quoi que , la syntaxe a changé :	(quoi que, la syntaxe a changé : glxgears tout court)
																	 	\	glxgears tout court )	
																	nov. 06 2014 14:37	davlefou	296 frames in 5.0 seconds = 59.199 FPS	296 frames in 5.0 seconds = 59.199 FPS
																	nov. 06 2014 14:39	davlefou	296 frames in 5.0 seconds = 59.199 FPS	296 frames in 5.0 seconds = 59.199 FPS
																	nov. 06 2014 14:39	davlefou	cela me semble peut	cela me semble peut
correct																	nov. 06 2014 14:40	piti	peu *	peu*
																	nov. 06 2014 14:40	davlefou	http://pastebin.com/r89DB23x	http://pastebin.com/r89DB23x
		correct															nov. 06 2014 14:40	Zic	non non , c' est correct	non non, c'est correct
			execution	answerPositively					inform	positiveSurprise							nov. 06 2014 14:41	davlefou	Ah bon ,	Ah bon,
																	nov. 06 2014 14:41	davlefou	http://www.lesnumeriques.com/carte-graphique/nvidia-geforce-gtx-260-896-mo-p4597/test.html c' était quand même un très bonne carte ,	http://www.lesnumeriques.com/carte-graphique/nvidia-geforce-gtx-260-896-mo-p4597/test.html c'était quand même un très bonne carte,
					inform	satisfied											nov. 06 2014 14:42	davlefou	Pour lire des divx , j' avais aucun probléme ,	Pour lire des divx, j'avais aucun probléme,
																	nov. 06 2014 14:45	Zic	je disais que 60FPS , c' est correct	je disais que 60FPS, c'est correct
			evaluation	answerPositively													nov. 06 2014 14:45	davlefou	j'avais compris ,	j'avais compris,
																	nov. 06 2014 14:45	Zic	tes DIVX sont sûrement en 24FPS	tes DIVX sont sûrement en 24FPS
					inform	unsatisfied											nov. 06 2014 14:45	Zic	"donc ça "" devrait "" aller bien , donc le problème est ailleurs"	"donc ça ""devrait"" aller bien, donc le problème est ailleurs"
																	nov. 06 2014 14:45	davlefou	surtout ceux en basse résolution , genre madame est service !	surtout ceux en basse résolution, genre madame est service!
																	nov. 06 2014 14:45	davlefou	Certe ,	Certe, mais d'ou?
																	 	\	mais d'ou ?	
																	nov. 06 2014 14:45	Zic	tu utilises le pilote libre ou propriétaire ?	tu utilises le pilote libre ou propriétaire ?
																	nov. 06 2014 14:46	davlefou	Propriétaire	Propriétaire
																	nov. 06 2014 14:46	Zic	juste pour rire , tu peux passer rapidement sur le Libre ?	juste pour rire, tu peux passer rapidement sur le Libre ?
																	nov. 06 2014 14:46	Zic	(via la GUI )	(via la GUI)
		requestForDirective													uncertain		nov. 06 2014 14:46	davlefou	euh , je devrais redémmarrer ?	euh, je devrais redémmarrer?
																	nov. 06 2014 14:46	Zic	ta session juste	ta session juste
																	nov. 06 2014 14:46	Zic	(enfin , ça va relancer X )	(enfin, ça va relancer X)
																	nov. 06 2014 14:47	davlefou	oui ,	oui, mais c'est justement ce qui m'ennuie, relancer la session,
					inform	unsatisfied											 	\	mais c' est justement ce qui m' ennuie , relancer la session ,	
																	nov. 06 2014 15:11	cyprien_	Bonjour à tous	Bonjour à tous
					inform	unsatisfied											nov. 06 2014 15:12	cyprien_	j'ai un petit problème avec ma carte ATI	j'ai un petit problème avec ma carte ATI
																	nov. 06 2014 15:12	davlefou	perdu	perdu
																	nov. 06 2014 15:12	cyprien_	depuis que j' ai installé fglrx ( après mise à jour ) je n'ai plus d'accélération 3D ...	depuis que j'ai installé fglrx (après mise à jour) je n'ai plus d'accélération 3D...
																	nov. 06 2014 15:13	cyprien_	c'est une HD 6870	c'est une HD 6870
																	nov. 06 2014 15:13	cyprien_	et j' ai migré sur la 14.10	et j'ai migré sur la 14.10
																	nov. 06 2014 15:14	davlefou	je te suggérer de purger et reinstaller les drivers pour commencer	je te suggérer de purger et reinstaller les drivers pour commencer
																	nov. 06 2014 15:14	cyprien_	merci davlefou	merci davlefou comment purger ?
																	 	\	comment purger ?	
																	nov. 06 2014 15:14	cyprien_	juste avec un apt-get remove ?	juste avec un apt-get remove ?
		answerByRequestForAction															nov. 06 2014 15:16	davlefou	apt-get purger fglrx *	apt-get purger fglrx*
																	nov. 06 2014 15:17	davlefou	(pense à bien coller l '*)	(pense à bien coller l'*)
																	nov. 06 2014 15:17	davlefou	et un mettre un sudo devant	et un mettre un sudo devant
																	nov. 06 2014 15:21	cyprien_	c'est ca ? 15:21 (cyprien_)>+ sudo apt-get remove fglrx * --purge	c'est ca ? sudo apt-get remove fglrx* --purge
																	nov. 06 2014 15:29	davlefou	sudo apt-get purge fglrx *	sudo apt-get purge fglrx*
																	nov. 06 2014 15:32	o_be_one	hey les gens :)	hey les gens :)
																	nov. 06 2014 15:32	o_be_one	dites juste un truc là , c' est dans dhcpd qu'on déclare un hoste WINS ?	dites juste un truc là, c'est dans dhcpd qu'on déclare un hoste WINS ?
																	nov. 06 2014 15:33	davlefou	Lis le fichier , c' est marqué dedans ,	Lis le fichier, c'est marqué dedans,
																	nov. 06 2014 15:41	Xzu1er	Bonjour tout le monde	Bonjour tout le monde. Quelqu'un utilise grub customizer? c'est pour savoir o� il en est et s'il est fiable.
																	 	\	Quelqu'un utilise grub customizer ?	
																	 	\	c'est pour savoir où il en est et s' il est fiable .	
	greetings																nov. 06 2014 15:44	cyprien_	re-bponjour	re-bponjour
																	nov. 06 2014 15:44	cyprien_	après un reboot , j' ai purgé mes driver ati	après un reboot, j'ai purgé mes driver ati
																	nov. 06 2014 15:44	cyprien_	et installé les driver libres	et installé les driver libres
					inform	unsatisfied											nov. 06 2014 15:45	cyprien_	j'ai bien l' accélération graphique , mais du coup , plus de double écran	j'ai bien l'accélération graphique, mais du coup, plus de double écran
